event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season,winner,loser,win_score,lose_score
Presidents' Day Invite 2020,College,247172,Cal Poly-SLO,7,Massachusetts,8,1/1/20,Women,0,2020,Massachusetts,Cal Poly-SLO,8,7
Presidents' Day Invite 2020,College,247173,Texas,9,Utah,5,1/1/20,Women,0,2020,Texas,Utah,9,5
Presidents' Day Invite 2020,College,247174,Stanford,13,Southern California,4,1/1/20,Women,0,2020,Stanford,Southern California,13,4
Presidents' Day Invite 2020,College,247175,Texas,12,Southern California,3,1/1/20,Women,0,2020,Texas,Southern California,12,3
Presidents' Day Invite 2020,College,247176,Stanford,10,Utah,6,1/1/20,Women,0,2020,Stanford,Utah,10,6
Presidents' Day Invite 2020,College,247177,Texas,9,Stanford,7,1/1/20,Women,0,2020,Texas,Stanford,9,7
Presidents' Day Invite 2020,College,247178,Utah,12,Southern California,3,1/1/20,Women,0,2020,Utah,Southern California,12,3
Are we in love (or just...) 2020,College,247299,Alabama,13,Iowa State,5,1/1/20,Women,0,2020,Alabama,Iowa State,13,5
Are we in love (or just...) 2020,College,247300,Florida State,6,Vanderbilt,11,1/1/20,Women,0,2020,Vanderbilt,Florida State,11,6
Are we in love (or just...) 2020,College,247301,Alabama,3,Vanderbilt,13,1/1/20,Women,0,2020,Vanderbilt,Alabama,13,3
Are we in love (or just...) 2020,College,247302,Iowa State,3,Florida State,7,1/1/20,Women,0,2020,Florida State,Iowa State,7,3
Are we in love (or just...) 2020,College,247303,Emory,13,Alabama-Huntsville,6,1/1/20,Women,0,2020,Emory,Alabama-Huntsville,13,6
Are we in love (or just...) 2020,College,247304,Auburn,11,Jacksonville State,5,1/1/20,Women,0,2020,Auburn,Jacksonville State,11,5
Are we in love (or just...) 2020,College,247305,Emory,10,Auburn,3,1/1/20,Women,0,2020,Emory,Auburn,10,3
Are we in love (or just...) 2020,College,247363,Alabama-Huntsville,11,Jacksonville State,5,1/1/20,Women,0,2020,Alabama-Huntsville,Jacksonville State,11,5
Are we in love (or just...) 2020,College,247364,Wisconsin-Milwaukee,5,Tennessee,13,1/1/20,Women,0,2020,Tennessee,Wisconsin-Milwaukee,13,5
Are we in love (or just...) 2020,College,247365,Alabama-Birmingham,13,Belmont,2,1/1/20,Women,0,2020,Alabama-Birmingham,Belmont,13,2
Are we in love (or just...) 2020,College,247366,Tennessee,13,Alabama-Birmingham,7,1/1/20,Women,0,2020,Tennessee,Alabama-Birmingham,13,7
Are we in love (or just...) 2020,College,247367,Wisconsin-Milwaukee,11,Belmont,6,1/1/20,Women,0,2020,Wisconsin-Milwaukee,Belmont,11,6
Presidents' Day Invite 2020,College,247433,Western Washington,5,California-San Diego,10,1/1/20,Women,0,2020,California-San Diego,Western Washington,10,5
Presidents' Day Invite 2020,College,247434,California,9,Chicago,8,1/1/20,Women,0,2020,California,Chicago,9,8
Presidents' Day Invite 2020,College,247435,UCLA,9,Cal Poly-SLO,7,1/1/20,Women,0,2020,UCLA,Cal Poly-SLO,9,7
Presidents' Day Invite 2020,College,247436,California,8,UCLA,11,1/1/20,Women,0,2020,UCLA,California,11,8
Presidents' Day Invite 2020,College,247437,Chicago,4,Cal Poly-SLO,14,1/1/20,Women,0,2020,Cal Poly-SLO,Chicago,14,4
Presidents' Day Invite 2020,College,247438,Colorado,10,Texas,6,1/1/20,Women,0,2020,Colorado,Texas,10,6
Presidents' Day Invite 2020,College,247439,Whitman,15,Massachusetts,1,1/1/20,Women,0,2020,Whitman,Massachusetts,15,1
Presidents' Day Invite 2020,College,247440,Colorado,10,Whitman,6,1/1/20,Women,0,2020,Colorado,Whitman,10,6
Presidents' Day Invite 2020,College,247441,Texas,12,Massachusetts,4,1/1/20,Women,0,2020,Texas,Massachusetts,12,4
Presidents' Day Invite 2020,College,247442,Utah,10,Southern California,7,1/1/20,Women,0,2020,Utah,Southern California,10,7
Presidents' Day Invite 2020,College,247443,Oregon,9,Colorado College,10,1/1/20,Women,0,2020,Colorado College,Oregon,10,9
Presidents' Day Invite 2020,College,247444,Utah,10,Colorado College,9,1/1/20,Women,0,2020,Utah,Colorado College,10,9
Presidents' Day Invite 2020,College,247445,Southern California,6,Oregon,9,1/1/20,Women,0,2020,Oregon,Southern California,9,6
Are we in love (or just...) 2020,College,247446,Emory,11,Belmont,0,1/1/20,Women,0,2020,Emory,Belmont,11,0
Are we in love (or just...) 2020,College,247447,Wisconsin-Milwaukee,7,Jacksonville State,6,1/1/20,Women,0,2020,Wisconsin-Milwaukee,Jacksonville State,7,6
Are we in love (or just...) 2020,College,247448,Florida State,11,Emory,2,1/1/20,Women,0,2020,Florida State,Emory,11,2
Are we in love (or just...) 2020,College,247449,Iowa State,9,Wisconsin-Milwaukee,7,1/1/20,Women,0,2020,Iowa State,Wisconsin-Milwaukee,9,7
Are we in love (or just...) 2020,College,247450,Florida State,11,Wisconsin-Milwaukee,3,1/1/20,Women,0,2020,Florida State,Wisconsin-Milwaukee,11,3
Are we in love (or just...) 2020,College,247451,Emory,11,Jacksonville State,2,1/1/20,Women,0,2020,Emory,Jacksonville State,11,2
Are we in love (or just...) 2020,College,247452,Iowa State,11,Belmont,2,1/1/20,Women,0,2020,Iowa State,Belmont,11,2
Are we in love (or just...) 2020,College,247453,Florida State,10,Jacksonville State,1,1/1/20,Women,0,2020,Florida State,Jacksonville State,10,1
Are we in love (or just...) 2020,College,247454,Emory,7,Iowa State,8,1/1/20,Women,0,2020,Iowa State,Emory,8,7
Are we in love (or just...) 2020,College,247455,Wisconsin-Milwaukee,7,Belmont,8,1/1/20,Women,0,2020,Belmont,Wisconsin-Milwaukee,8,7
Are we in love (or just...) 2020,College,247456,Florida State,11,Belmont,0,1/1/20,Women,0,2020,Florida State,Belmont,11,0
Are we in love (or just...) 2020,College,247457,Emory,11,Wisconsin-Milwaukee,2,1/1/20,Women,0,2020,Emory,Wisconsin-Milwaukee,11,2
Are we in love (or just...) 2020,College,247458,Iowa State,8,Jacksonville State,1,1/1/20,Women,0,2020,Iowa State,Jacksonville State,8,1
Are we in love (or just...) 2020,College,247459,Florida State,10,Iowa State,4,1/1/20,Women,0,2020,Florida State,Iowa State,10,4
Are we in love (or just...) 2020,College,247460,Belmont,3,Jacksonville State,9,1/1/20,Women,0,2020,Jacksonville State,Belmont,9,3
Are we in love (or just...) 2020,College,247461,Vanderbilt,9,Auburn,4,1/1/20,Women,0,2020,Vanderbilt,Auburn,9,4
Are we in love (or just...) 2020,College,247462,Alabama,11,Alabama-Huntsville,3,1/1/20,Women,0,2020,Alabama,Alabama-Huntsville,11,3
Are we in love (or just...) 2020,College,247463,Tennessee,10,Alabama-Birmingham,11,1/1/20,Women,0,2020,Alabama-Birmingham,Tennessee,11,10
Are we in love (or just...) 2020,College,247464,Vanderbilt,5,Alabama,6,1/1/20,Women,0,2020,Alabama,Vanderbilt,6,5
Are we in love (or just...) 2020,College,247465,Auburn,10,Tennessee,8,1/1/20,Women,0,2020,Auburn,Tennessee,10,8
Are we in love (or just...) 2020,College,247466,Alabama-Huntsville,11,Alabama-Birmingham,8,1/1/20,Women,0,2020,Alabama-Huntsville,Alabama-Birmingham,11,8
Are we in love (or just...) 2020,College,247467,Vanderbilt,11,Tennessee,3,1/1/20,Women,0,2020,Vanderbilt,Tennessee,11,3
Are we in love (or just...) 2020,College,247468,Alabama,8,Alabama-Birmingham,7,1/1/20,Women,0,2020,Alabama,Alabama-Birmingham,8,7
Are we in love (or just...) 2020,College,247469,Auburn,11,Alabama-Huntsville,1,1/1/20,Women,0,2020,Auburn,Alabama-Huntsville,11,1
Are we in love (or just...) 2020,College,247470,Vanderbilt,11,Alabama-Birmingham,5,1/1/20,Women,0,2020,Vanderbilt,Alabama-Birmingham,11,5
Are we in love (or just...) 2020,College,247471,Alabama,8,Auburn,5,1/1/20,Women,0,2020,Alabama,Auburn,8,5
Are we in love (or just...) 2020,College,247472,Tennessee,6,Alabama-Huntsville,7,1/1/20,Women,0,2020,Alabama-Huntsville,Tennessee,7,6
Are we in love (or just...) 2020,College,247473,Vanderbilt,11,Alabama-Huntsville,5,1/1/20,Women,0,2020,Vanderbilt,Alabama-Huntsville,11,5
Are we in love (or just...) 2020,College,247474,Alabama,9,Tennessee,8,1/1/20,Women,0,2020,Alabama,Tennessee,9,8
Are we in love (or just...) 2020,College,247475,Auburn,10,Alabama-Birmingham,6,1/1/20,Women,0,2020,Auburn,Alabama-Birmingham,10,6
UMBC Safari Party 2020,College,247783,Towson,15,Johns Hopkins,2,1/1/20,Women,0,2020,Towson,Johns Hopkins,15,2
UMBC Safari Party 2020,College,247784,Syracuse,9,West Virginia,6,1/1/20,Women,0,2020,Syracuse,West Virginia,9,6
UMBC Safari Party 2020,College,247785,Lehigh,15,Goucher,1,1/1/20,Women,0,2020,Lehigh,Goucher,15,1
UMBC Safari Party 2020,College,247786,MIT,15,Maryland-Baltimore County,3,1/1/20,Women,0,2020,MIT,Maryland-Baltimore County,15,3
UMBC Safari Party 2020,College,247787,Towson,12,Syracuse,5,1/1/20,Women,0,2020,Towson,Syracuse,12,5
UMBC Safari Party 2020,College,247788,Lehigh,10,MIT,5,1/1/20,Women,0,2020,Lehigh,MIT,10,5
UMBC Safari Party 2020,College,247789,Towson,9,Lehigh,6,1/1/20,Women,0,2020,Towson,Lehigh,9,6
UMBC Safari Party 2020,College,247790,Syracuse,11,MIT,8,1/1/20,Women,0,2020,Syracuse,MIT,11,8
UMBC Safari Party 2020,College,247791,Johns Hopkins,1,West Virginia,10,1/1/20,Women,0,2020,West Virginia,Johns Hopkins,10,1
UMBC Safari Party 2020,College,247792,Goucher,2,Maryland-Baltimore County,13,1/1/20,Women,0,2020,Maryland-Baltimore County,Goucher,13,2
UMBC Safari Party 2020,College,247793,West Virginia,7,Maryland-Baltimore County,8,1/1/20,Women,0,2020,Maryland-Baltimore County,West Virginia,8,7
UMBC Safari Party 2020,College,247794,Johns Hopkins,5,Goucher,4,1/1/20,Women,0,2020,Johns Hopkins,Goucher,5,4
2nd Annual Royal Crown Classic,College,247811,Georgia College,11,Florida B,0,1/1/20,Women,0,2020,Georgia College,Florida B,11,0
2nd Annual Royal Crown Classic,College,247812,Emory B,5,Florida Tech,8,1/1/20,Women,0,2020,Florida Tech,Emory B,8,5
2nd Annual Royal Crown Classic,College,247813,LSU,11,Florida B,3,1/1/20,Women,0,2020,LSU,Florida B,11,3
2nd Annual Royal Crown Classic,College,247814,Georgia College,11,Emory B,0,1/1/20,Women,0,2020,Georgia College,Emory B,11,0
2nd Annual Royal Crown Classic,College,247815,Florida B,11,Emory B,2,1/1/20,Women,0,2020,Florida B,Emory B,11,2
2nd Annual Royal Crown Classic,College,247816,LSU,11,Florida Tech,4,1/1/20,Women,0,2020,LSU,Florida Tech,11,4
2nd Annual Royal Crown Classic,College,247817,Georgia College,11,Florida Tech,4,1/1/20,Women,0,2020,Georgia College,Florida Tech,11,4
2nd Annual Royal Crown Classic,College,247818,LSU,11,Emory B,0,1/1/20,Women,0,2020,LSU,Emory B,11,0
2nd Annual Royal Crown Classic,College,247819,LSU,10,Georgia College,7,1/1/20,Women,0,2020,LSU,Georgia College,10,7
2nd Annual Royal Crown Classic,College,247820,Florida B,11,Florida Tech,3,1/1/20,Women,0,2020,Florida B,Florida Tech,11,3
2nd Annual Royal Crown Classic,College,247821,South Florida,11,Tennessee-Chattanooga,3,1/1/20,Women,0,2020,South Florida,Tennessee-Chattanooga,11,3
2nd Annual Royal Crown Classic,College,247822,North Georgia,11,FSU B,0,1/1/20,Women,0,2020,North Georgia,FSU B,11,0
2nd Annual Royal Crown Classic,College,247823,Georgia Tech B,4,Berry,7,1/1/20,Women,0,2020,Berry,Georgia Tech B,7,4
2nd Annual Royal Crown Classic,College,247824,South Florida,8,North Georgia,7,1/1/20,Women,0,2020,South Florida,North Georgia,8,7
2nd Annual Royal Crown Classic,College,247825,Tennessee-Chattanooga,11,Georgia Tech B,3,1/1/20,Women,0,2020,Tennessee-Chattanooga,Georgia Tech B,11,3
2nd Annual Royal Crown Classic,College,247826,FSU B,6,Berry,7,1/1/20,Women,0,2020,Berry,FSU B,7,6
2nd Annual Royal Crown Classic,College,247827,South Florida,11,Georgia Tech B,3,1/1/20,Women,0,2020,South Florida,Georgia Tech B,11,3
2nd Annual Royal Crown Classic,College,247828,North Georgia,11,Berry,0,1/1/20,Women,0,2020,North Georgia,Berry,11,0
