event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76898,Madison Club,10,Sub Zero,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76900,Madison Club,10,Inception,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76901,Sprawl,12,Sub Zero,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Men,76899,Inception,12,Sprawl,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76991,Molly Brown,13,Viva,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76992,Green Means Go,12,Maeve,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76995,Molly Brown,13,Green Means Go,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76996,Viva,10,Maeve,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76993,Molly Brown,13,Maeve,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76994,Green Means Go,7,Viva,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76997,Iris,13,Tabby Rosa,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76998,Phoenix,13,Dish,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77001,Iris,13,Phoenix,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77002,Tabby Rosa,13,Dish,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76999,Iris,13,Dish,3,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77000,Phoenix,12,Tabby Rosa,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77003,BENT,10,Pop,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77004,Capitals,13,Encore,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77007,BENT,7,Capitals,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77008,Pop,10,Encore,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77005,BENT,12,Encore,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77006,Capitals,10,Pop,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77009,Underground,8,Hot Metal,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77010,Nemesis,11,Rival,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77013,Underground,12,Nemesis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77014,Hot Metal,11,Rival,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77011,Underground,13,Rival,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77012,Nemesis,10,Hot Metal,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77035,Maeve,8,Encore,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77036,Dish,10,Rival,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77037,Maeve,6,Rival,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77038,Dish,8,Encore,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77039,Maeve,10,Dish,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77040,Encore,10,Rival,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77025,Molly Brown,13,Capitals,5,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77023,Molly Brown,13,BENT,2,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77024,Capitals,11,Iris,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77019,Molly Brown,13,Phoenix,3,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77020,Hot Metal,6,BENT,12,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77021,Capitals,11,Underground,4,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77022,Iris,12,Viva,3,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77015,Phoenix,12,Pop,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77016,BENT,13,Tabby Rosa,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77017,Green Means Go,9,Underground,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77018,Nemesis,7,Viva,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77026,BENT,10,Iris,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77027,Phoenix,11,Underground,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77031,Phoenix,13,Hot Metal,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77032,Underground,8,Viva,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77028,Hot Metal,10,Viva,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77029,Green Means Go,12,Nemesis,5,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77033,Pop,6,Green Means Go,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77034,Tabby Rosa,8,Nemesis,12,2015-07-12
